            7	    51.5.6	   27<PopsDel>CRANE WAITING TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
          379	    6B074IM	   11FRESH FRUIT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          396	    6B084IM	   21<PopsDel>COCOA PREPNS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          405	    6B089EX	   21<PopsDel>TOBACCO,CIGS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          423	    6B100EX	    5HIDES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          446	    6B115IM	   17<PopsDel>WOODPULP	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          460	    6B127EX	   24<PopsDel>POTASS SULPHATE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          469	    6B133EX	   13SHELL,SHINGLE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          487	    6B147IM	   14VEGE OILS,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          510	    6B163EX	   14<PopsDel>CLAYS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          526	    6B175IM	   11DIESEL,BULK	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          535	    6B199EX	   26<PopsDel>HYDROGEN PEROXIDE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          549	    6B207IM	   14<PopsDel>BORAX	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          572	    6B219EX	   18<PopsDel>FLOORINGS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          590	    6B228IM	   24<PopsDel>F/GL INSULATION	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          599	    6B233EX	   10STEEL,FLAT	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          613	    6B240IM	    6COPPER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          636	    6B255EX	   10ELECT MACH	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          651	    6B263IM	   14CKD CARS,PARTS	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          658	    6B267EX	   25Vehicles New >18M3 Export	    0	    1N	    1S	    1B	    0	     0	01-jan-2000              	31-dec-2099              	10-nov-1999              	01-mar-2000 10:06:43     	                         	    4load	    6mo2719	    0	    1A

          672	    6B274EX	   23<PopsDel>PRINTED MATTER	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          697	    6B288EX	   21<PopsDel>TOYS & GAMES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          715	    6B298EX	   22<PopsDel>CARBON ANODES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          722	    6B305EX	   13CARS,GULF IS.	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          736	    6B367EX	   28<PopsDel>T/ship EX Large New	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          761	    6B525IM	   27Vegetable Products - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          769	    6B534IM	   26Transhipment Cars - Import	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          792	    6BTHCOM	   19Berthage Commission	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	19-jun-2000 17:50:25     	19-jun-2000 17:50:25     	    4load	    6he2441	    6he2441	    1I

          810	    5E6010	   16RENT No. 1 Store	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          819	    5E6070	   14DuPont Storage	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-1999              	10-nov-1999              	16-aug-2000 17:45:41     	                         	    4load	    6he2441	    0	    1A

          833	    5E6700	   21<PopsDel>GANGWAY HIRE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          856	    5F7150	   18HIGH PRESSURE WASH	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          874	    5F8122	   20LIFT LIGHT 2-4 tonne	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

          883	    5F8207	   22Transfer to FX MT Yard	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	17-oct-2000 14:30:29     	                         	    4load	    6cr2772	    0	    1A

          900	    5F8350	   20LIGHT HOIST to 3.5tn	    0	    1Y	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          925	    5F8733	   35Wharf Surveillance Officer pd 3 M-F	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	19-jun-2000 16:30:10     	                         	    4load	    6he2441	    0	    1A

          943	    5F8951	   28<PopsDel>PLT M/POWDER - RAIL	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          950	    3GST	   29<CorpDel>GOODS & SERVICES TAX	    0	    1N	    1X	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          964	    6ONLCPU	   24<CorpDel>ONLINE CPU TIME	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

          989	    5R0013	   29<PopsDel>VIST MISC VSL 18-24M	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1007	    5RECHG	   18<PopsDel>RECHARGES	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

         1014	    5S64.1	   28<SpkDel>EXTRA STORAGE O/SIDE	    0	    1N	    1S	    1B	    0	     0	01-jan-1900              	31-dec-2099              	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
