    4CORP	           -1	    8Standard	    0	    0	    0	    0	    0	    0	    0	    0	                         	    0	    0	    0	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
    4POPS	        14222	    5OLWYN	    5OLWYN	    0	    8402-7652	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14223	    9LADY ANNA	    9LADY ANNA	    0	   1104-528-3427	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14224	    7HALCYON	    7HALCYON	    0	   1107-866-5456	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14225	   10MISS OTAGO	   10MISS OTAGO	    0	   1107-8647-241	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14226	   10IRENE ROSE	   10IRENE ROSE	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14227	    7OKARITO	    7OKARITO	    0	   11025-480-365	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14228	    9MASON BAY	    9MASON BAY	    0	   1103-525-9252	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14229	    6NIMBUS	    6NIMBUS	    0	   1103-548-7505	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14230	    6KAINUI	    6KAINUI	    0	   1107-549-1120	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14231	    7COASTER	    7COASTER	    0	   11025-967-688	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14232	    8TENACITY	    8TENACITY	    0	   1103-545-1472	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14233	    9OSPREY II	    9OSPREY II	    0	    7952,679	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14234	    8FRUILANA	    8FRUILANA	    0	   1107-866-5876	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14235	   11MARILEE MAC	   11MARILEE MAC	    0	   11025-423-236	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14236	    7HUSTLER	    7HUSTLER	    0	   1103-218-6857	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14237	    8*OCEANIA	    8*OCEANIA	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14238	    6LARIES	    6LARIES	    0	   1107-867-6793	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14239	    9KATARAINA	    9KATARAINA	    0	   1107-866-4236	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14240	    7POOGORA	    7POOGORA	    0	   11025-591-929	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14241	    6NIMROD	    6NIMROD	    0	   1103-573-7384	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14242	    4ORCA	    4ORCA	    0	   1103-546-7497	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14243	    6WAIPAP	    6WAIPAP	    0	   1107-865-8787	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14244	   11SONYA MARIE	   11SONYA MARIE	    0	    8358-5845	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14245	   11MARINA 5850	   11MARINA 5850	    0	   1003-5451543	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14246	   10SAN PIETRO	   10SAN PIETRO	    0	   1107-3252-772	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14247	   11EIGHT BELLS	   11EIGHT BELLS	    0	   11025-977-338	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14248	   10GRACE MARY	   10GRACE MARY	    0	    8768-5611	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14249	    8ARETHUSA	    8ARETHUSA	    0	   11025-332-280	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14250	    9NATALIE J	    9NATALIE J	    0	   1103-540-2314	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14251	   12STELLA MARIE	   12STELLA MARIE	    0	   1103-585-8328	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14252	    8GLENCORA	    8GLENCORA	    0	    8548-0788	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     2	10-nov-1999              	07-apr-2000 04:16:11     	                         	    4load	    6cusimp	    0	    1A

    4POPS	        14253	   10WAIMARE II	   10WAIMARE II	    0	   1103-789-7851	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14254	    5MOATA	    5MOATA	    0	    8762-7678	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14255	    7SEAMIST	    7SEAMIST	    0	   1103-577-6538	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14256	    8STH STAR	    8STH STAR	    0	   11025-463-192	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14257	   10LADY SARAH	   10LADY SARAH	    0	   11025-347-173	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14258	    7WAIKAWA	    7WAIKAWA	    0	   1103-768-7233	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14259	   13SAN CONSTANZA	   13SAN CONSTANZA	    0	   1103-573-5224	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14260	    7PHYSAHE	    7PHYSAHE	    0	   1103-541-8962	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14261	    5GIPSY	    5GIPSY	    0	   11025-334-812	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14262	    6BOUNTY	    6BOUNTY	    0	   11025-368-197	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14263	   10KINGFISHER	   10KINGFISHER	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14264	    7WAIPAWA	    7WAIPAWA	    0	   1109-434-0543	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     1	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14265	    5JULIE	    5JULIE	    0	    0	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14266	   23RELIANCE FISHING VESSEL	   23RELIANCE FISHING VESSEL	    0	   1003-2161959	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1A

    4POPS	        14267	    6ALFRED	    6ALFRED	    0	    8544-1398	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I

    4POPS	        14268	   10FELLOWSHIP	   10FELLOWSHIP	    0	   1103-768-7267	    0	    1E	    1N	    1N	    1P	                         	    5NEXTM	    6AR-EXT	    1S	    0	    0	     0	10-nov-1999              	                         	                         	    4load	    0	    0	    1I
